what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.PackageExplorer",1304956341683
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956341886
activated,view,org.eclipse.jdt.ui,3.7.0.v20110427-1800,"org.eclipse.jdt.ui.PackageExplorer",1304956350870
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956351073
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.goto.wordNext",1304956355042
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.goto.wordNext",1304956355370
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.goto.wordNext",1304956355589
executed,command,org.eclipse.wst.sse.ui,1.3.0.v201104192009,"org.eclipse.wst.sse.ui.structure.select.enclosing",1304956357855
executed,command,org.eclipse.wst.sse.ui,1.3.0.v201104192009,"org.eclipse.wst.sse.ui.structure.select.last",1304956358636
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956359839
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956360011
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956360167
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956360339
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956360558
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.edit.copy",1304956361448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304956363292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110426-2000,"",1304956363417
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201104192009,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1304956363448
executed,command,org.eclipse.ui,3.7.0.I20110426-2000,"org.eclipse.ui.window.nextEditor",1304956363480
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956365277
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956365433
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956365573
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956365730
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956365902
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956366042
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956366183
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956366355
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110306-1700,"org.eclipse.ui.edit.text.select.wordPrevious",1304956366527
